username,wallet_address,name,uuid,bio,is_verified,avatar_url,twitter,total_collections,total_nft_items
polynesia,0xe7e59d1e1b4b257803f4ec1fb7558d236dd4cb00,Poly,fc67151a-ca0b-4f13-85a5-21cd6f206acf,"all of my artwork is black and white , I combine beauty and some creepy things into my artwork",True,https://rcdn.salvor.io/images/avatar/200x200/8d426f1f-adcd-4f21-8fc9-3a3c2b61552e.jpg,https://x.com/0xpolynesia_,0,0
imedkolli,0x7ffdad3ba6f773c61f449ec09ec74a6843781e7e,imedkolli,1e32e7be-4dd7-475f-a719-2c0c36bb9fa1,"Imed Kolli is an award-winning, seasoned photographer whose photographs delicately blend creative imagery, heartfelt empathy, and nuanced observation. A passionate proponent of the NFT movement, he consistently delivers eloquent narratives through his refined lenses, spotlighting intense human emotions, urban trends, and social conflicts. His signature style is a mix of profound sentimentality and humanity, peppered with evocative symbolism, deep stories, and reflecting the mind-soul expressions",True,https://rcdn.salvor.io/images/avatar/200x200/22de2710-4d9f-4833-9905-f1a3a8d1190b.jpg,https://x.com/imed_kolli,0,0
nature_oracle,0xb22fc8e22cac0b95b381dea7ea86705a7d622df0,Nature Oracle,c3a0e6f5-2521-470e-b72c-d02e54b8ccac,"Nature Oracle is the team behind BitWitches Haunted - a collection of hand-drawn, classic pixel art made by LzZoey. Inspired by mythology and sold-out in minutes, 830 BitWitches live cross-chain on $avax and $ftm. The collection comes with weekly giveaways, WL, Aidrops and other perks!",True,https://cdn.salvor.io/site/images/no_avatar.png,https://www.twitter.com/natureoracle,1,5
mila_art_draw,0x4ac205ce3c13a36f7fafb51c3010ccf33e5b1c5f,mila_art,4440ad8a-90ad-46e2-8dbc-726c3e6c3072,watercolor and oil painting artist,True,https://rcdn.salvor.io/images/avatar/200x200/641584bd-f948-46a0-96f4-6db5a5c33057.JPG,https://x.com/mila_art_draw,0,0
beeg_art,0x1e6febcc2daa1a4efc37c3a034668b597512c8c5,Beeg DaVinci,1660ad0b-077e-485e-9396-627f591a6ec2,"🎨🌟 BeegDaVinci: Embracing the Beauty of Imperfections 🌟🎨

Hey there! I'm BeegDaVinci, an artist who embarked on a creative journey into the world of art three years ago. 🖌️🎉 My heart beats for abstract art and the raw beauty of simplicity. I believe in capturing emotions through vibrant colors and unfiltered expressions. Join me as I play with hues and strokes, celebrating the art of feeling. Let's paint the world with emotions! 🎨🌈",True,https://rcdn.salvor.io/images/avatar/200x200/dfdd4756-f9c3-4b12-a04f-e3ca061b25bd.png,https://twitter.com/beeg_art,10,74
undead,0xfe2478bb795ef03da81b6c18e67c271c65b4eb75,UNDEAD,f61c4d19-7a4c-4e9f-8ba5-7279e575ebd3,,True,https://rcdn.salvor.io/images/avatar/200x200/06af87ed-dfe8-4b67-8907-1dbd3a777ba0.jpeg,N/A,1,4
parisapirasteh,0xc4bff28468fe82b2ee5154060b524ade895a4191,Parisa,a9d1c37c-1fef-47d9-ab1e-fe76118c5b3b,"Digital and Physical Artist
( Artworks are a combination of digital painting , collage , graphic design)",True,https://rcdn.salvor.io/images/avatar/200x200/efee7780-b2ec-4397-9929-86f95387ac88.JPG,https://x.com/parisartgalery,6,6
kamandkavand,0x299544600c4055be6dbe399b3ec49171c9cddf66,KamandKavand,cad86170-d099-4ecb-88c1-e6c7f927dc04,"Abstract artist 
NFT creator since 2021",True,https://rcdn.salvor.io/images/avatar/200x200/595de469-c7be-4ce1-ab21-c2257c25c707.jpg,https://x.com/kamand_kavand,1,2
silviovieiraart,0x8c42313ff71b7c816365ea1b546e450838000578,Silvio Vieira,cb1b8fa2-c3bf-43db-a58b-dea72c44713a,"Digital Painter / 3D artist. Creating NFTs since 2019, Collected by some of the most wellknown names from the Cryptoart / NFT movement: Cozomo, Pranksy, Metakovan and much more.",True,https://rcdn.salvor.io/images/avatar/200x200/7fd1ee9e-b071-4d3e-bcd1-499a250ab513.png,https://x.com/silviovieiraart,0,0
chazzgold,0xaf8c481eb42defb31ae67319382624a68e28f5e8,Chazz Gold Art,3fa92efe-872f-46a2-9514-a6c92c364d6d,"Photographer, DJ, addiction counselor, Gan AI artist, NFT artist/collector. Exhibited in 28 cities & 13 countries since 2021",True,https://rcdn.salvor.io/images/avatar/200x200/3ca45d74-f4b4-45f6-881c-7ba6ae85e16b.png,https://x.com/chazz_gold,90,220
royales,0x1147cb05ab6fe7cbf64cf1dd3f6f953e897036c7,Royes,0577a81a-2ee5-43d3-8335-c167ebb0a738,2d artist/animator,True,https://rcdn.salvor.io/images/avatar/200x200/e38855bd-6995-4a0b-9a9a-a7c52a9507f6.jpeg,N/A,1,3
feriwe,0xf851092598d3eb1c001b27a6758eb0e0c66a6bee,Feri,3fe4506a-137a-47fd-b385-f6b2a499f3bd,Black and white artist. Using traditional and digital tools,True,https://rcdn.salvor.io/images/avatar/200x200/c65333f5-64d3-4ffa-945c-7f553b233f4f.jpg,https://x.com/Feriwe88?t=rAsn0S-jPkWdjQQhwBlo1A&s=09,2,3
pachamp,0xf06bed3f0dad7932d8d00fe48c36751f5c10be23,Paschamo,cd5a799e-efb5-46c8-875f-a6c65c682033,"""Two things define your personality, the way you manage things when you have nothing, and the way you behave when you have everything.""

My name is Mo Tuncay aka Paschamo
It’s in the small town of Denizli, Turkey, where my journey has started. As a boy I loved playing outside, watching the colours and figures of nature. Driven by curiosity and the need to live my life to the max, at age 22 I left my family and went to the Netherlands. After years of hard work and building a family of my own, I b",True,https://rcdn.salvor.io/images/avatar/200x200/5532ff98-93d7-42b8-80a9-10336fb603d3.jpg,https://x.com/paschamo,4,5
mini0max1,0xa6cd020cfa7f3ab93b860e8cefa2aedfd967349e,MiniMax,427c4b88-372f-4f63-bf28-b13dd297f3d2,"Architect 
AI & AI",True,https://rcdn.salvor.io/images/avatar/200x200/b8acc118-2a2a-45c1-bb29-70a5f78ab4db.jpg,https://x.com/Mini0Max1,1,1
seungdo,0x59cadacb45ee465582b149669710035dd0bfafe8,Seungdo hyun,550a923f-c3ed-431e-a542-757e2ee52bcb,Ordinary visual artist. I started making art to think less and to be happy.,True,https://rcdn.salvor.io/images/avatar/200x200/fd97b9eb-c7b7-4710-a37e-6f45065b2b06.jpg,https://x.com/seungdohyun,5,7
markusmanson,0xf653b50a75b9418f12bc0873dc71fb2fbfc083e5,MarkusManson,47d3579a-039e-4429-8183-2d33adc57be9,,True,https://rcdn.salvor.io/images/avatar/200x200/fcf6d901-7430-4c72-ad1e-843d77a19b3a.jpg,https://x.com/markusmanson,74,112
satyrday,0x88c8c0ddd49cdf3e0c26add290c2e63ed1ed8a0e,Satyrday,d10bfb09-e9e0-4ea6-bacf-88d4ac58b75a,,True,https://cdn.salvor.io/site/images/no_avatar.png,N/A,0,0
nestor_mentor,0x962b65ae809f3eeeab89ef1a2b03ab412a44985c,Nestor9,8644159c-91db-4b6c-a181-82ec3262a205,a Painter who Never Knows what he Does,True,https://rcdn.salvor.io/images/avatar/200x200/ddfae6db-d660-4b0a-8461-d6158295d162.jpg,https://x.com/NestorMentor9?t=nSSHZXoXq3bd3gZFX8FtQQ&s=09,1,2
hadismim,0xb37c54955aac672ea8fd8ebe76003ae264febad6,Hadis,9e51a2cd-19de-4bce-bc8b-50d7e9669943,"I am Hadis , a painter and digital artist... My artworks explore the profound depths of human emotions and their place in modern life. Inspired by poetry, literature, and my personal life experiences, they seek to dissolve the boundaries between reality and imagination.",True,https://rcdn.salvor.io/images/avatar/200x200/3a14e177-e474-40f1-8995-6f8772c75d9c.jpeg,https://twitter.com/hadismohammad12,1,1
iamrud_,0x373438570502acf293061e2919bc5d70c0b1ac2b,rudd,1cd826fe-a6ba-46e6-b5c3-d35d40d610b8,"Im not complete a idiot , some part are missing. building Vibrance NFT",True,https://rcdn.salvor.io/images/avatar/200x200/4194f210-f5ba-4204-9280-d34eb5efc0a9.png,https://x.com/iamrud_,0,0
juujuumama,0x657c1f8421ae93e88fb3171f019779e87b0263ca,SierraRenee Ayọ Ṣádé,5ac6eeb4-8ec6-4279-9f1a-a0459cdef596,onchain AI Art since 2022 👩🏽‍💻,True,https://rcdn.salvor.io/images/avatar/200x200/61904eae-ab46-479c-b248-6d9030374eeb.jpeg,https://x.com/juujuumama,1,2
annasatryan,0x0ab9f533edb87ea3f252caf8d98760fa2e45e416,AnnAsatryan,27ce4fe5-cd72-4126-aa44-341d411764f7,"I'm Anna, graphic artist, abstract, traditional, photographer.",True,https://rcdn.salvor.io/images/avatar/200x200/17af9364-f9c3-4653-95f2-d40048e0a28c.jpg,https://twitter.com/Anna_Asatryan68?t=1-SQHW02vFb-SPDaPFy1QA&s=09,1,1
666nothingman,0x12d3c9c929d75aa1668a77c3cd8cc3c90d2c913e,Nothingman,f811ee4e-42a0-4263-be77-d1880ef0c7f8,One of my favorite things do to nothing.,True,https://rcdn.salvor.io/images/avatar/200x200/3322931f-47e2-46f0-aaa8-f7dfc611c72d.jpg,https://x.com/666Nothingman,5,131
meli,0xbe2484ee4ca2b13bda6a65ab4069fd241a7efa3e,meli,3ff0b2d8-cd24-4611-80e8-bbc589da6519,"Multidisciplinary artist.
Exhibitied at NFT.NYC 23,24, Chicago, Lisbon, Japan, Romania and Switzerland.",True,https://rcdn.salvor.io/images/avatar/200x200/efeb0faa-a218-4e9a-b966-492db73cfe63.png,https://x.com/MelihhKara,47,53
anarchydrone,0xfb76299975d6b20d6cc6122ef6ef446c8349a2cb,Anarchy Drone,6e4205aa-29fc-454b-9e09-8f3f38e91517,I'm an illustrator with a background in industrial design. My curiosity about how society is changing & how people are evolving motivates me to investigate how people & machines interact. I use 3D & graphical elements to create visual stories of people & their daily lives.,True,https://rcdn.salvor.io/images/avatar/200x200/d058a85d-c69d-46b1-9e11-210baaeaaf4c.png,https://twitter.com/anarchy_drone,90,300
sherifg,0x23d7cd6e356634e10b8b1bb6e2f50c0d824645a8,Sherif G,8abc8151-73f0-4560-8880-acfefacd85d5,"Hi 🌿 I'm a fan of spontaneous processes 🤍 I like to do research on the dynamics of this process in nature, biology, psychology and ofcourse creativity. That's why I care about improving myself in this direction by using the automatism method while drawing✨",True,https://rcdn.salvor.io/images/avatar/200x200/c9c8aada-949a-4239-8b00-753d6e5aa7c6.jpg,https://x.com/SherifGms,9,10
tierradivina,0xd3f47821df311d5087c094e2df82e3893bda887f,Tierradivina,6b5dcc9a-cf86-4995-93dd-0b43441a81f7,Creator and Collector of NFTs.,True,https://rcdn.salvor.io/images/avatar/200x200/9b17cf25-de2d-41f6-8585-aab249dd1d2e.jpg,https://x.com/TierraDivina1,2,2
imverartis,0x17f89570e264b230ecef96b4ec07ce16cc6c4077,vero,f11171ba-b093-488f-86a9-3f95c4e11922,,True,https://rcdn.salvor.io/images/avatar/200x200/14ba207e-753c-450b-8032-9698a38b1658.jpg,N/A,12,18
vfxfreek,0xef66692cb6f33ac6833d743283801ca8dcf656a9,VFXFREEK,8ce87c7d-04e5-4015-bc42-6e0ae8f1c555,"1/1 visual-audio collective shaping vibrant realms. Creating nature, cyberpunk and surreal worlds.",True,https://rcdn.salvor.io/images/avatar/200x200/9da493c6-e433-4944-9cd5-99c78cb76547.png,https://twitter.com/vfxfreek,1,5
ranselusang,0x2152d12dd450f5c518cad56207952f0ea7f6e01e,ranselusang,2bbd4214-811e-4290-a553-99d8fa9db203,Photographer based in Indonesia. Traveling around Indonesia  by Hitchhiking and capturing the beauty of nature and culture in Indonesia,True,https://rcdn.salvor.io/images/avatar/200x200/eb4c44ea-2dfc-4516-bd74-4c974d25e6d1.jpg,https://x.com/ransel_usang,3,6
katakuridream,0x7141079732a58ed55d46a9bc489b5529a88a8050,katakuri dream,1532ba46-52f0-4b0f-a95f-12deb5eab933,,True,https://rcdn.salvor.io/images/avatar/200x200/6b2f626e-0ca9-4961-8a53-53b854142216.png,https://x.com/katakuri_nft,12,211
nochevnayaa,0xa4cb05d044db4fecb9c97c986beb69ba75d8cff2,Love,ec6c6c2a-74b8-464e-9f3c-b09f9d0a776b,"The world of art through my eyes, the eyes of Love",True,https://rcdn.salvor.io/images/avatar/200x200/6b3e80d1-0d5c-40d7-9298-c01107454cb5.jpeg,https://x.com/nochevnayaa?s=21,5,7
gumpunk,0x00a57ff08eb1d8171e5ea6fc94fe7d0d615d9700,GUMPUNK,d9bf9049-069a-4f53-ab98-bf7287687eba,Silly boy since 2021,True,https://rcdn.salvor.io/images/avatar/200x200/05f3b2a6-c28a-4b36-9ba2-51293f54272d.jpeg,https://x.com/fakisha08,7,9
kran,0x32886f2ab49d25f045242465e182d6c38df7fee6,KRAN,f203d028-5941-4988-972c-d6b621ea4bf9,"INTELLECTUAL CATTLE 
ARTIST AI CYNIC
MAIF",True,https://rcdn.salvor.io/images/avatar/200x200/e1847e45-28d3-4cbf-9d34-d61f854b707a.png,https://x.com/Norm_Hlopak,0,0
vans_cmkro,0x2cc21ae838eb725ed26ade023164ce834f1732e2,Vanessa Camacaro,ce05b170-a295-44e4-8046-5a31816cc2a1,,True,https://rcdn.salvor.io/images/avatar/200x200/705f4614-8755-4a29-948a-430c599b8f89.jpeg,N/A,1,2
kaysworks,0x6232573eaaec9f30794a8a28f27f98a03e300e13,Oyeniyi Kayode,c90bd941-a089-4aa7-b870-4279b9d88e98,"Artist, Architect and Designer",True,https://rcdn.salvor.io/images/avatar/200x200/333942df-1df3-4bea-94f0-7230d27fb8e8.png,https://x.com/kayodeoyeniyi1,2,3
kndeka,0x762e6807dbac86d9d0f1093f3280d4df8dfd77ef,𝗞𝗔𝗘𝗡𝗗𝗘𝗞𝗔 ⓚ,cb05095f-1ffe-4af7-bd58-22f9523ae478,"Still badsick, still digital",True,https://rcdn.salvor.io/images/avatar/200x200/ae275bae-02e7-40dd-8be3-a907e315d2f2.gif,https://x.com/Kndeka_,0,0
elenaverve,0x72b2093fcdbff1e1d0ba5f8854714dedb99b95cf,Elena Verve,5601eb36-4e9d-4810-84c0-8191fef1cf50,,True,https://rcdn.salvor.io/images/avatar/200x200/cb8cf6f3-1726-49cd-abe2-2b4c8d9982b3.jpeg,https://x.com/elenaverve1?s=21,0,0
muriellondon,0x0e55dca92272709d2d3de0e2cd6b7547ef9bbfe3,Muriel Lherm,db64f6f7-1575-481d-8b6f-4fd5e58aa1e5,"AI Artist 🇦🇺🇫🇷🇩🇪🇧🇪🇸🇯🇵🇨🇺🇦🇨🇭🇰🇷🇦🇪🇬🇧🇮🇹🇵🇹🇮🇳🇫🇮🇲🇽🇺
in 
@artcrushgallery
 | collected by 
@cozomomedici
 *2  | Finalist 
@clairesilver12",True,https://rcdn.salvor.io/images/avatar/200x200/52dcea28-a5e6-458b-95b6-33bdf3784da3.JPG,https://x.com/muriellondon,0,0
abumohsenpour,0x97e5b1a0d3b5154b7500490c7588ff4bcd181514,Arsalan,52471742-3c46-45de-b94a-0c756e16dcf0,👨‍💻 Computational and Data-Driven Designer,True,https://rcdn.salvor.io/images/avatar/200x200/4aef0d5f-4946-4c33-8e97-20c241be2281.jpg,https://x.com/Abumohsenpour,0,0
owrja,0xe4cd5dafc5e4462b917f903f90b2dbdbeca7224d,Djarwo Edhie,9c829032-ae72-4272-a02c-7025ff6d2903,"Collage • Drawing - Bandung, Indonesia",True,https://rcdn.salvor.io/images/avatar/200x200/8ec2a548-e4e2-44b5-9820-f587fc2aab17.jpg,https://x.com/owraj__,2,2
empart_,0xfad1ba723bf324d90dabcd73026e8b3f89ff6988,Empartsatu,d72657c0-db77-4acc-aa7a-35d605537342,"visual artist from Indonesia. My works are surreal, nature-bound, and wild in thought.
Each piece is a reflection of my personal chaos, emotion, and protes all transformed into colorful visual stories.",True,https://rcdn.salvor.io/images/avatar/200x200/94362fa9-3aa3-44af-a038-b16a025061b8.jpeg,https://x.com/empart___?s=21,6,8
omerfarukboyaci,0x35d2f1348518528f7ba9e58a098dcbfed1244848,Ömer Faruk BOYACI,d8894bb9-5e07-4e8e-b676-e495c9e02ccd,I try to combine art and design.,True,https://rcdn.salvor.io/images/avatar/200x200/f4db1be7-4def-4b2a-99bb-e3b2d3f72d32.jpg,https://twitter.com/OmerFarukBOYACl,22,34
aadrika,0x2e670198f899f588576af752150bf1e1174b07ca,Aadrika,2948cdba-c5ef-4ca5-af4a-2e43fdc4d93f,Artist | Architect | Musician,True,https://rcdn.salvor.io/images/avatar/200x200/3ca82929-c962-4d40-9915-e6ca125f9222.webp,N/A,1,2
irikis,0xe2f2560226e21aee8701d8087ba3e925df32d820,Iri Kis,43f3db39-69b7-40d6-9ff9-7ca30195348b,"Ukrainian artist, hand-painted only, creator of Probably World.",True,https://rcdn.salvor.io/images/avatar/200x200/e923adba-9555-4ebf-81d0-349b26a20bba.jpeg,https://x.com/kis_iri?mx=2,0,0
celil_bezeng,0xf2929eb338751f7907d50a657adb2c7938754c42,Celil Bezeng,28929704-0f22-4748-9b91-228ed76c32a2,"Celil Bezeng I am a professional photographer.

I have a photography license. I have 1 printed photo book. I have been producing analog, digital, especially documentary and street photography for more than 25 years. 
I also make digital drawings",True,https://rcdn.salvor.io/images/avatar/200x200/8b2fb9ef-47cf-4020-9e38-d255079fa26b.jpg,https://x.com/Celil_Bezeng,4,8
juujugirl,0x72b56aaafaded6d8f90f02fd7f295678c649e3dc,Julie 🫵😺💜🩵💚💗🦄,fe4f9e0e-f80a-435a-8412-0f48fb9bb8d9,"I'm your favourite exit liquidity, Rug me softly. 

Magic Finger 🎨",True,https://rcdn.salvor.io/images/avatar/200x200/1b7a20a4-f397-4f96-856e-99332c48fa3f.jpeg,N/A,2,5
thedevilsalv,0x7c059f06059c892104703aee1e1e965242deef7c,TheDevilSalv,f5ab95aa-209c-4569-a507-d0fc03fa124b,Curator / Collector / Artist,True,https://rcdn.salvor.io/images/avatar/200x200/287a3fae-31be-483a-bf61-44baa9ab0215.jpeg,https://x.com/TheDevilTez,1,5
sandor_art,0x45916b3db076b68483d0bfe726c1e7fad8aba1de,SzaboSandorZoltanArt,e51ed0f5-0711-41ba-8823-3892aa55dfe3,"AI+DIGITAL Artist🔺Creator
🔺arena.social/SndorZoltnSzab1
🔺szabosandorzoltanart.wb-art.co
🔺objkt.com/@szabosandorzoltan
🔺foundation.app/@szabosandorzoltan_art
🔺deca.art/szabosandorzoltan23nft
🔺app.cur8.io/account/creator/szabosandorzoltan.art/overview
🔺www.szabosandorzoltan.art
➡ szabosandorzoltanart.nft.nyc ⬅ Free NFT Postcards & Posters😉",True,https://rcdn.salvor.io/images/avatar/200x200/14968dbb-d76f-43ac-befb-0e395cfe307e.jpg,https://x.com/SndorZoltnSzab1,6,32
artodreams,0x65f286cc7d33e74cca42e173a86b7e4510da8759,Artodreams,a58e4702-0856-4de9-97b6-367466fad31f,My name is Sergiy Serdyuk I try to wake people's feelings with my artwork and I hope this will supplement the vivid impression in their life,True,https://rcdn.salvor.io/images/avatar/200x200/d76091a3-6595-4cda-9cac-023d2aeaf384.jpg,https://x.com/Artodreams,2,5
thesoberguy,0xb05a3e3d04c0f2d6f8336149767c3ef42c405f3b,The Sober Guy,65b35bbb-e17c-4ea5-ac1f-de7d9edab9ce,"I write and create art to help myself to reflect on my experiences, learn from them and persuade myself.
Founder of #montage_nation",True,https://rcdn.salvor.io/images/avatar/200x200/f5a7a1ec-77c5-4796-a73a-f80cf6a3ee55.jpg,https://x.com/thesoberguy_,1,3
c0ledr,0x4ceffe861ad4acd75c0cb908e28cc140750efab3,C0ledr,c685fe2b-680f-4a60-8063-768ffc051311,I love to draw,True,https://rcdn.salvor.io/images/avatar/200x200/bef27903-4b8b-4a7a-88ca-2f788eed358d.png,https://twitter.com/c0ledr,0,0
rakapricorn,0x9c12d4002ca5d0039a2671dc48c016d80a6951bb,Rakapricorn,ff582115-8f97-46df-9d84-04b852f4c162,Magical World.,True,https://rcdn.salvor.io/images/avatar/200x200/f80d59cf-f56f-4663-af31-887db4c355d2.jpeg,https://x.com/rakapricorn,0,0
gorgom,0x39f86fa30e9815abb2418d9b60f8c19666c951e3,Gorgomxt,abd47f6f-cd58-4f0f-86c1-4a1d317bbb4f,Surealism Dark Art⚡⚡☣️☣️,True,https://rcdn.salvor.io/images/avatar/200x200/ef788052-f944-4103-b7b9-a35e339ceb97.WEBP,https://x.com/Gorgomxt,1,2
setyo_kun,0x8ba6c8880e225f9bdcff63f0255d08e1ac287816,setyo_kun,0832a888-df12-4327-9d73-20823b037026,create beautiful works with scribbles,True,https://rcdn.salvor.io/images/avatar/200x200/03209750-aee3-4d18-9685-cc8472fea028.jpg,https://x.com/soseji_kun?t=a2a28Y2Plipq-Dm8S9WYTw&s=09,7,8
doodlekesh,0xd20622ff180a72674d14fa658d7ee0da597d5fff,Saeed leila,af260378-f022-4163-a77d-c0aba8cd75b7,Doodling the world!,True,https://rcdn.salvor.io/images/avatar/200x200/453f4ed7-6087-4cb9-87c3-ffdadf84b806.jpeg,N/A,0,0
ilaydatulum,0xf3bab3ece7261d418d16869ea2672c2fe0e505f6,Ilayda Tulum,ff8ac025-54a1-4294-8c9e-ee85de1a7cd0,"• Artist, illustrator of abstract compositions with bold contrasting colors",True,https://rcdn.salvor.io/images/avatar/200x200/0858c2cd-afce-4fb8-bb68-6cdca5f381d9.jpg,https://twitter.com/ilaydatulum,21,26
vsshostak,0xe470f044159959813b4e3302b72514f78adbaa71,victoria,c37fd6a8-b32d-4d62-821a-be5d4eb7435f,web3 creator 🦦,True,https://rcdn.salvor.io/images/avatar/200x200/fef22644-7d5f-4da6-b940-58f1fcf924b6.jpeg,https://x.com/vsshostak?s=21,1,2
wizart888,0xa758448975ab89bb61c5702719e389b926fe7016,WIZART 888,bbc30eed-4981-4e31-bb25-c2f3e063b60c,Welcome to my illusionary world of abstract art💜 My art is my treatment from bipolar disorder 🎢🧿,True,https://rcdn.salvor.io/images/avatar/200x200/d5448fb0-18b5-48ba-83aa-f1c1ca717544.jpeg,https://x.com/wizart888?s=21&t=G2wIlkNxq8p4rTjN9tl6QA,0,0
artyxsss,0xc7a8a6417e3725c9e425e6726caa14711759cd10,KSU🦁,94ebc16e-2f23-4d3b-bc2f-376878437543,Ksenia✨ NFT creator and model💃🏻cheerleader by day📣 an artist by night✍🏻,True,https://rcdn.salvor.io/images/avatar/200x200/1a82f778-3326-43cf-9a14-6cd3422b1249.jpeg,https://x.com/artyxssss?s=21&t=oEgEEMyKCb-S_ZNX7ChXXg,1,2
secretchun,0xcb1739bf14555586d71b17bf97beaff11aac5d62,Secret Chun,d7398fea-2fb4-4507-95ef-050af1a4cf19,"Crypto artist, using AI right now.",True,https://rcdn.salvor.io/images/avatar/200x200/cdb9e27d-d241-4806-821b-cef48f2de63b.png,https://x.com/SecretProyect?t=EoqKOd_g7CqiuH_88IZo1g&s=09,0,0
speakingtomato,0x63e0e1312a693a3e113574060c424d1411ab4d55,speakingtomato,9800fcb0-6463-491c-88b6-16cf42671efe,"Olena Speakingtomato is a digital artist whose work is shaped by the delicate balance of nature and transformation. Drawing from the fluidity of the natural world, she merges surrealism and symbolism to evoke a sense of metamorphosis and renewal. Her art, a reflection of life's fleeting beauty, invites viewers to explore the ever-evolving relationship between reality and imagination.",True,https://rcdn.salvor.io/images/avatar/200x200/f0ac3c28-aa6d-43f6-ac2a-52515f6a6109.jpg,https://x.com/speakingtomato,3,3
tatishegai,0x824dd3c146c1d3a952a524fed66666947195a8c7,Tati Shegai,f52eec35-3c03-4040-baff-067aa7ea1e68,"Photographer, in love with structured light and projections. Micro-collector.",True,https://rcdn.salvor.io/images/avatar/200x200/e1b0af26-0224-48ee-a261-1f1a4880436a.jpg,https://x.com/TatiShegai,1,1
ulyana_nft,0xc66c81487920175046b7d7d57082f69dea44ffd1,Ulyana,dce84b63-fa5b-4841-b344-249affeaa290,,True,https://rcdn.salvor.io/images/avatar/200x200/fa9a8dde-b102-454b-85af-9cee039e54ee.jpg,https://x.com/ulyana_nft,3,4
falo,0x457be2dcffab6e7f5ad9becaf55c2b88e01a4b31,OLAF,4545a473-cdd8-47c6-80c3-be204e00bcde,,True,https://rcdn.salvor.io/images/avatar/200x200/63306e36-c48b-4cc6-aa7b-e4159fa21e7f.jpeg,N/A,1,6
nczargar,0x3996af773fd5fefee3bf591520669f6bd36130ea,Nczargar,6e3a2804-d540-476d-b990-b0157b8b3bf8,I'm a figurative painter with a Master's degree in Art,True,https://rcdn.salvor.io/images/avatar/200x200/4743cffc-f1e1-4355-a6d8-1876b6d2cb25.jpg,https://x.com/Nczargar,1,1
destroyxstairs,0x70ce31203ee1e6ef1441527ff45f9a17d6f5485f,destroyxstairs 🏴,4111bd8a-e743-4745-874d-fba535b2727f,"Through collage, I dissect and reconstruct identity, using visual fragments to question societal norms and cultural expectations.",True,https://rcdn.salvor.io/images/avatar/200x200/5939843f-e133-4d15-88f3-72f0cf4e36f7.jpeg,https://x.com/destroyxstairs,8,12
starwalkar,0x395785ab5a0aa0855679d41442e61e1dafa5e927,StarWalkar,bb25071f-3de2-41c8-b714-41428d44d1b5,Artist | Greatness Personified,True,https://rcdn.salvor.io/images/avatar/200x200/aa3c625f-edf8-4248-a08b-353d379347e6.jpeg,https://x.com/thestarwalkar,5,19
boxbianca,0x89dca5fcd86255baa5874cb92864fe7a24da8a8e,Bianca,69502b61-de9f-4396-b5c9-dda4b1949511,• Illustrator•Visual artist•(She/Her)•,True,https://rcdn.salvor.io/images/avatar/200x200/e010d9e0-9ea5-4d34-9701-12a5f0e99fa5.jpeg,N/A,1,6
surreal24seven,0xff07dee90ce318032313eb8cc7936c14d1dfd1f5,surreal24seven,28883dde-e61b-42f4-b6aa-8b35cb835513,Surreal24seven creates thought-provoking digital art that blends surrealism and storytelling.,True,https://rcdn.salvor.io/images/avatar/200x200/7d1717a4-49b9-4af1-bec8-b234bdebb28a.jpg,https://x.com/surreal24seven,1,2
arnold,0xa79ee65e45b3accc18e0c6eb51d2a860d443e302,Arnold,74ba0559-0fa4-4a99-ae66-4bc09d226a17,Artist,True,https://rcdn.salvor.io/images/avatar/200x200/7d8e0d57-743b-4309-8881-593f88357b23.jpg,https://x.com/Hey_Arnoldi,13,13
bybadolby,0xf7fb426b68824956a9b12900c52280bbdc6ffdd1,BYBA DOLBY,19655764-4ac1-4e17-a54d-68abf9f3fae4,Visual artist from the middle of nowhere,True,https://rcdn.salvor.io/images/avatar/200x200/af19d475-c0d6-43e6-bb70-bda8f35704f7.jpg,https://x.com/bybadolby,1,3
flostitanarum,0x5481a24f3381e406d9c138980b62ca4c6cf75ab7,Giii,3224d118-e94e-4aec-9ed7-97fb2935f581,"Mostly inspired by science fiction films, space objects, nature, and memories from childhood",True,https://rcdn.salvor.io/images/avatar/200x200/dc585134-e256-4127-bc50-654f65bce664.avif,https://twitter.com/flostitanarum,2,3
melasoni,0xb4778003512db039e21b17852601cf42bef09de1,Sonya.melasoni,15132d80-8842-4fab-b128-288131094f83,Artist. Equestrian sport,True,https://rcdn.salvor.io/images/avatar/200x200/26964345-6b9d-4e8d-8456-5b125a362c49.jpeg,https://x.com/Meeeelasoni,1,1
zaynjaeved,0x7826a8b01e05389de7cb0229a941a331b9b8185e,ZayN-X,c62ccb17-66b2-46cb-90b8-7f72680d6f56,𝗠𝗶𝗻𝗶𝗺𝗮𝗹𝗶𝘀𝘁 || 𝗘𝘅𝗽𝗿𝗲𝘀𝘀𝗶𝗼𝗻𝗶𝘀𝘁 || 𝗔𝗜-𝗔𝗿𝘁𝗶𝘀𝘁 || 𝗘𝘅𝗵𝗶𝗯𝗶𝘁𝗲𝗱 𝗶𝗻 𝗡𝗙𝗧 𝗡𝗬𝗖,True,https://rcdn.salvor.io/images/avatar/200x200/7facae5a-21d8-4e21-95d5-b40dabf4aff9.webp,https://twitter.com/zaynjaevedeth,6,8
